Year,Month,Season,url,product_id,BrandName,Category,Individual_Category,Category_by_Gender,Description,DiscountPrice (in Rupees),OriginalPrice (in Rupees),DiscountOffer (in %),PrimaryColor,Historical Sales Data (in units),Market Condition,Size,Age Range,Customer Reviews,Geographic Location,Material,Pattern,Social Media Mentions,Search Trends,Return Rate (in units),Events and Festivals,Event and Festival Name,Customer Ratings (1 to 5 Scale),CategoryType
2023,2,Fall,https://www.myntra.com/n40wud4t13,DA1AQUNHUKF8,Nike,Footwear,Formal Shoes,Women,Limited edition,1550.81,1846.9,16.03,Yellow,743,Declining,XL,25-34,22,Bangalore,Silk,Striped,343,8808,0.26,New Year,New Year,3,Sports and Active Wear
2023,7,Fall,https://www.myntra.com/uwpn2lh8o3,MUJSNO9VM2Y6,Zara,Accessories,Belts,Unisex,Limited edition,646.36,1275.61,49.33,White,623,Stable,XS,35-44,364,Pune,Wool,Printed,197,3692,0.23,Christmas,Christmas,4,Athleisure
2023,5,Spring,https://www.myntra.com/3atrw48rpb,DXZ7452A1TD2,H&M,Accessories,Hats,Women,Limited edition,1593.48,2927.94,45.58,White,818,Growing,M,25-34,245,Pune,Silk,Striped,404,7911,0.3,Christmas,Christmas,2,Vintage Clothing
2023,5,Summer,https://www.myntra.com/z5edjsdwwf,47ZXJ4XWWFVD,Reebok,Accessories,Jewelry,Men,High quality product,3054.07,3879.21,21.27,Brown,236,Declining,L,35-44,751,Mumbai,Leather,Solid,227,5630,0.28,Diwali,Diwali,1,Traditional Wear
2023,5,Winter,https://www.myntra.com/p6c7frxr4g,LPR59M7B4DVK,Prada,Clothing,Jackets,Women,Comfortable and durable,4040.59,7454.49,45.8,Purple,855,Stable,XS,35-44,13,Kolkata,Wool,Printed,176,6779,0.21,New Year,New Year,4,Ethnic Casuals
2023,2,Spring,https://www.myntra.com/hpwvl3lg14,RDQR03ZLWFGO,Levis,Accessories,Belts,Unisex,Eco-friendly material,4453.86,8554.89,47.94,Orange,746,Growing,M,18-24,322,Jaipur,Wool,Floral,102,3918,0.03,Christmas,Christmas,1,Vintage Clothing
2023,10,Summer,https://www.myntra.com/oeexg7q9ij,EFB8P0J1GQKC,Puma,Clothing,Jeans,Men,High quality product,4256.44,5042.16,15.58,Pink,370,Declining,M,25-34,796,Ahmedabad,Silk,Printed,149,223,0.09,Holi,Holi,3,Business Formals
2023,12,Fall,https://www.myntra.com/1jublypx0w,A25NMDSFY0CH,Levis,Accessories,Jewelry,Men,Trendy and stylish,1139.84,2197.2,48.12,Black,818,Declining,S,18-24,783,Chandigarh,Cotton,Polka Dot,400,215,0.21,New Year,New Year,4,Western Wear
2023,6,Summer,https://www.myntra.com/fppapjnam3,BSUVVOXG9ATS,Zara,Footwear,Formal Shoes,Men,Limited edition,3857.03,7216.21,46.55,Brown,806,Stable,XS,25-34,404,Mumbai,Denim,Checked,405,7929,0.07,Eid,Eid,4,Formal Wear
2023,12,Spring,https://www.myntra.com/duo1y7z0rn,VGS8ONR030JS,Levis,Footwear,Boots,Women,Comfortable and durable,2767.02,3649.65,24.18,Red,534,Stable,XXL,35-44,573,Pune,Polyester,Solid,120,6954,0.22,Diwali,Diwali,3,Western Wear
2023,9,Winter,https://www.myntra.com/mpa7d538tl,IFHE5GV0HHTN,Prada,Clothing,T-Shirts,Women,Comfortable and durable,1705.34,2629.39,35.14,Red,355,Stable,L,35-44,646,Delhi,Wool,Printed,492,8767,0.19,Holi,Holi,2,Beachwear
2023,9,Spring,https://www.myntra.com/7s8kw60gin,CYH9IWO4HH1H,Zara,Accessories,Watches,Women,Eco-friendly material,4437.01,6568.39,32.45,Pink,610,Growing,XS,18-24,591,Kolkata,Cotton,Floral,483,8669,0.26,Christmas,Christmas,1,Urban Fashion
2023,6,Summer,https://www.myntra.com/nw560wi43s,OR6RSIPQNK29,H&M,Clothing,Jeans,Men,Eco-friendly material,3607.85,6663.08,45.85,Brown,956,Stable,XS,18-24,456,Kolkata,Denim,Polka Dot,218,9275,0.08,New Year,New Year,4,Maternity
2023,6,Summer,https://www.myntra.com/tla05qo7q4,LYHSGK7TYZ5C,Prada,Footwear,Boots,Unisex,Comfortable and durable,2280.86,4217.03,45.91,Brown,332,Growing,XS,35-44,137,Kolkata,Cotton,Printed,200,4447,0.15,Christmas,Christmas,5,Maternity
2023,10,Winter,https://www.myntra.com/c7dyq3kie8,CZIRACKK7TRS,Puma,Accessories,Belts,Unisex,High quality product,646.66,942.75,31.41,Green,689,Growing,L,25-34,803,Bangalore,Leather,Striped,361,6918,0.08,Eid,Eid,2,Workout Gear
2023,2,Fall,https://www.myntra.com/xmttp5cap8,44Q2U0HZ60HI,Under Armour,Clothing,Shirts,Women,Eco-friendly material,3685.33,4313.95,14.57,Purple,628,Growing,XXL,35-44,299,Jaipur,Silk,Solid,102,4719,0.04,Eid,Eid,5,Sports and Active Wear
2023,5,Spring,https://www.myntra.com/kvp76i67zw,7EWSCEJFMXHT,Reebok,Clothing,Dresses,Women,Trendy and stylish,3961.33,7797.73,49.2,Orange,79,Stable,XL,25-34,788,Ahmedabad,Polyester,Printed,166,5742,0.11,Christmas,Christmas,4,Gothic Fashion
2023,5,Summer,https://www.myntra.com/3v0atl53a5,C8LBQ8LSVF07,Prada,Clothing,Shirts,Women,Trendy and stylish,4433.16,7144,37.95,Green,798,Stable,XXL,18-24,800,Delhi,Wool,Solid,373,5461,0.11,Navratri,Navratri,1,Vintage Clothing
2023,3,Fall,https://www.myntra.com/zkffpywb5d,950D8RNRT622,Puma,Footwear,Formal Shoes,Unisex,Eco-friendly material,677.19,960.09,29.47,Black,909,Growing,M,25-34,612,Kolkata,Wool,Polka Dot,401,2224,0.09,Navratri,Navratri,2,Sports and Active Wear
2023,9,Fall,https://www.myntra.com/fc312dyn1r,YG7PKJ73AAFW,Nike,Clothing,Dresses,Men,Eco-friendly material,1965.42,2605.17,24.56,Yellow,466,Declining,XXL,18-24,865,Ahmedabad,Denim,Floral,211,4818,0.06,Navratri,Navratri,5,Beachwear
2023,2,Summer,https://www.myntra.com/6zde13vygp,H3TOVCF23SYT,H&M,Clothing,Jackets,Women,Comfortable and durable,2442.38,4033.14,39.44,Yellow,538,Growing,S,35-44,292,Pune,Denim,Solid,212,8036,0.16,Holi,Holi,2,Vintage Clothing
2023,8,Fall,https://www.myntra.com/ybsku3npqi,FOP9VSH70PGN,Adidas,Clothing,Dresses,Unisex,Trendy and stylish,1780.43,2390.65,25.53,Brown,451,Stable,XL,35-44,964,Chennai,Denim,Striped,53,4196,0.15,New Year,New Year,3,Bohemian Style
2023,5,Spring,https://www.myntra.com/al5jeo5hdl,G4AK8DJCFBEM,Levis,Footwear,Flip Flops,Men,Limited edition,2984.41,5820.07,48.72,Pink,560,Stable,XS,35-44,255,Jaipur,Wool,Checked,476,6723,0.16,New Year,New Year,4,Maternity
2023,7,Spring,https://www.myntra.com/3u166j42ri,IORBR9IH6U0B,Levis,Footwear,Boots,Unisex,Limited edition,1995.79,3541.5,43.65,Purple,88,Stable,XXL,35-44,35,Kolkata,Denim,Polka Dot,14,3961,0.17,Christmas,Christmas,3,Streetwear
2023,4,Fall,https://www.myntra.com/g68ius19gy,9TWYZ4MRVUZ6,H&M,Clothing,Jeans,Unisex,Trendy and stylish,3534.54,4730.58,25.28,Green,240,Declining,L,18-24,252,Mumbai,Denim,Striped,422,4182,0.27,Diwali,Diwali,2,Workout Gear
2023,3,Fall,https://www.myntra.com/zeukohca5y,N2AJSEZHV8CM,Reebok,Accessories,Belts,Unisex,Limited edition,3258.23,4225.29,22.89,Orange,355,Growing,XS,25-34,924,Bangalore,Wool,Solid,489,3029,0.16,Eid,Eid,1,Retro Style
2023,1,Fall,https://www.myntra.com/eqd73xprhy,6R381UFW9IVG,H&M,Footwear,Formal Shoes,Women,Comfortable and durable,3825.66,5431.54,29.57,Yellow,765,Growing,M,18-24,670,Delhi,Polyester,Striped,432,7259,0.14,New Year,New Year,4,Gothic Fashion
2023,7,Spring,https://www.myntra.com/rnxubrdfau,IW4BPVGYK3W5,Prada,Footwear,Sandals,Unisex,Limited edition,1514.55,2895.52,47.69,Red,249,Growing,XS,35-44,376,Hyderabad,Silk,Checked,494,3624,0.16,Navratri,Navratri,2,Maternity
2023,10,Winter,https://www.myntra.com/sdg4dhf9qb,IPEAKCSCM2EK,Puma,Accessories,Watches,Unisex,Limited edition,515.75,588.42,12.35,Yellow,207,Growing,L,25-34,701,Chandigarh,Denim,Striped,203,1471,0.1,Diwali,Diwali,5,Ethnic Casuals
2023,1,Winter,https://www.myntra.com/jav0y3c7p0,7KFQJ5VA6PKC,Zara,Accessories,Handbags,Unisex,Comfortable and durable,3502.82,5921.66,40.85,Green,728,Declining,XS,25-34,65,Mumbai,Wool,Striped,244,2180,0.27,Eid,Eid,5,Workout Gear
2023,12,Winter,https://www.myntra.com/8zbjox920h,86YKEAI0A9ND,Under Armour,Clothing,Jeans,Women,Eco-friendly material,4651.43,8349.47,44.29,Yellow,221,Stable,XXL,18-24,145,Bangalore,Cotton,Printed,153,6405,0.09,Holi,Holi,1,Bohemian Style
2023,3,Winter,https://www.myntra.com/pmnvrbjhhc,0W18FLG86COO,Zara,Footwear,Boots,Women,Comfortable and durable,3983.66,6738.16,40.88,Blue,638,Growing,XXL,25-34,226,Chennai,Denim,Checked,25,5560,0.04,Holi,Holi,4,Gothic Fashion
2023,8,Spring,https://www.myntra.com/eov4u58okf,T8DCTTB70EG1,Nike,Clothing,T-Shirts,Men,Limited edition,1220.33,1944.82,37.25,Purple,928,Stable,L,35-44,52,Chandigarh,Wool,Polka Dot,441,4505,0.03,Holi,Holi,1,Business Formals
2023,9,Winter,https://www.myntra.com/p9ypkx3auo,ZFLM1INAVYDB,Adidas,Accessories,Handbags,Women,Limited edition,4687.49,8092.45,42.08,Green,427,Declining,M,18-24,789,Pune,Cotton,Printed,463,9024,0.18,Christmas,Christmas,5,Formal Wear
2023,8,Winter,https://www.myntra.com/5zhcxkotij,OQQC6QZASCX0,Nike,Footwear,Flip Flops,Men,Comfortable and durable,4280.98,5745.72,25.49,Yellow,513,Declining,S,25-34,540,Chennai,Polyester,Striped,245,3308,0.14,Christmas,Christmas,4,Casual Wear
2023,1,Spring,https://www.myntra.com/veh0pptydk,GSG8PUGWIZMO,Under Armour,Clothing,Dresses,Unisex,Limited edition,4825.13,7512.43,35.77,Red,251,Stable,XXL,18-24,52,Kolkata,Wool,Polka Dot,125,8559,0.13,Holi,Holi,4,Indian and Fusion Wear
2023,9,Spring,https://www.myntra.com/ux48u37h24,R9CZ1LDR3C7X,Gucci,Footwear,Sandals,Unisex,Comfortable and durable,4708.34,6564.2,28.27,Red,135,Growing,S,18-24,163,Bangalore,Wool,Solid,482,7612,0.11,Holi,Holi,3,Streetwear
2023,2,Spring,https://www.myntra.com/f1hgtiooyo,36S2X1OYAMVI,Levis,Footwear,Sneakers,Unisex,Limited edition,1860.19,3502.54,46.89,White,281,Stable,M,18-24,97,Pune,Denim,Solid,97,2220,0.11,Diwali,Diwali,4,Streetwear
2023,11,Fall,https://www.myntra.com/gh1oxst4xs,V4VHNSAL3ESY,Prada,Footwear,Sneakers,Men,Comfortable and durable,2617.28,3548.13,26.23,Blue,61,Growing,XXL,18-24,161,Delhi,Silk,Floral,440,8256,0.3,New Year,New Year,5,Formal Wear
2023,3,Fall,https://www.myntra.com/vavkmukgtw,UXFG4FL25QCU,H&M,Footwear,Flip Flops,Men,Eco-friendly material,4185.64,6107.06,31.46,Blue,314,Growing,XS,35-44,904,Ahmedabad,Polyester,Polka Dot,83,7299,0.06,Diwali,Diwali,1,Sports and Active Wear
2023,1,Fall,https://www.myntra.com/8fh67syh5e,S4GFWGEWN2C5,Reebok,Footwear,Sneakers,Unisex,Comfortable and durable,822.57,1448.25,43.2,Black,693,Declining,S,18-24,329,Chandigarh,Cotton,Striped,16,7160,0.15,Navratri,Navratri,1,Maternity
2023,7,Summer,https://www.myntra.com/o5db62q61x,QMJL55NKZX08,Levis,Footwear,Flip Flops,Men,High quality product,1825.54,2336.75,21.88,Black,963,Stable,L,25-34,36,Delhi,Silk,Floral,142,4879,0.06,Diwali,Diwali,3,Athleisure
2023,10,Fall,https://www.myntra.com/bpyx9o8q23,LI9BE33DBILV,Puma,Accessories,Belts,Women,High quality product,2588.4,3701.15,30.06,Purple,952,Growing,S,25-34,379,Bangalore,Leather,Checked,63,7064,0.11,New Year,New Year,5,Beachwear
2023,8,Winter,https://www.myntra.com/8n77wfuqrj,XP9I2RC40VL2,H&M,Accessories,Handbags,Unisex,Comfortable and durable,2677.53,4540.97,41.04,Pink,701,Growing,XL,18-24,665,Mumbai,Wool,Striped,160,8023,0.26,Navratri,Navratri,1,Sports and Active Wear
2023,7,Summer,https://www.myntra.com/h8j3idgd7d,CHJ5W733NM09,Adidas,Clothing,Jeans,Men,Trendy and stylish,774.83,1538.87,49.65,Orange,287,Declining,XL,25-34,375,Mumbai,Denim,Polka Dot,63,2819,0.19,Christmas,Christmas,3,Traditional Wear
2023,5,Summer,https://www.myntra.com/ywrhuy9uo8,58Z1QYPE5AVM,H&M,Footwear,Formal Shoes,Women,Comfortable and durable,710.93,1162.07,38.82,Orange,556,Growing,XXL,35-44,386,Chandigarh,Cotton,Polka Dot,129,6301,0.02,Diwali,Diwali,1,Formal Wear
2023,9,Summer,https://www.myntra.com/mzrrb31y6c,UFX91H8KMBLX,Reebok,Footwear,Sandals,Men,Comfortable and durable,2320.29,4275.43,45.73,Red,702,Growing,XXL,35-44,813,Chandigarh,Wool,Solid,270,7936,0.02,Diwali,Diwali,5,Streetwear
2023,7,Fall,https://www.myntra.com/jiv19p7got,P72I2AG0J9XB,Under Armour,Footwear,Formal Shoes,Women,Trendy and stylish,1794.31,2528.73,29.04,Blue,454,Declining,XL,18-24,434,Jaipur,Wool,Floral,308,7094,0.11,Diwali,Diwali,5,Athleisure
2023,10,Spring,https://www.myntra.com/x6s606g8vh,WPGWGB6P4M0I,Nike,Clothing,Shirts,Unisex,Trendy and stylish,2066.68,3148.65,34.36,Brown,376,Growing,M,35-44,538,Chandigarh,Cotton,Solid,481,1521,0.28,Diwali,Diwali,4,Streetwear
2023,4,Winter,https://www.myntra.com/49vcfhlbcb,G73HBFIO539M,Zara,Footwear,Formal Shoes,Women,High quality product,1104.06,2203.01,49.88,Yellow,250,Growing,M,18-24,102,Bangalore,Silk,Polka Dot,47,3747,0.09,Holi,Holi,5,Athleisure
2023,3,Spring,https://www.myntra.com/gwe7cj0mcr,BVDNIZON5Z6I,H&M,Accessories,Jewelry,Men,Limited edition,2382.35,3248.32,26.66,Orange,892,Declining,S,25-34,238,Ahmedabad,Leather,Floral,450,149,0.3,Eid,Eid,4,Business Formals
2023,4,Winter,https://www.myntra.com/2lzkppqva0,7C2IPHBZTSQH,Gucci,Clothing,Shirts,Men,Eco-friendly material,3506.64,6827.54,48.64,Brown,652,Growing,XL,25-34,248,Chennai,Wool,Floral,225,6467,0.11,New Year,New Year,3,Western Wear
2023,6,Summer,https://www.myntra.com/hcsucx9pde,P805IBTMOGGH,Prada,Accessories,Belts,Men,Trendy and stylish,3408.65,3833.4,11.08,Red,510,Declining,XXL,18-24,988,Ahmedabad,Leather,Floral,327,4459,0.11,Diwali,Diwali,1,Ethnic Casuals
2023,2,Fall,https://www.myntra.com/2npgn1wqsr,8LP5J1IDXP8R,Puma,Accessories,Belts,Women,High quality product,3881.56,7751.18,49.92,Purple,309,Growing,S,18-24,551,Chennai,Polyester,Checked,99,3874,0.24,Navratri,Navratri,3,Maternity
2023,8,Summer,https://www.myntra.com/i1u98kdfn7,968O0SNBFNU7,Nike,Accessories,Belts,Unisex,High quality product,4913.51,9800.88,49.87,White,185,Declining,XL,18-24,258,Hyderabad,Denim,Printed,375,5500,0.16,Navratri,Navratri,3,Streetwear
2023,10,Spring,https://www.myntra.com/7w1jg3xzxz,XK20Q7BU26NG,Levis,Footwear,Sneakers,Unisex,Limited edition,4281.24,6172.29,30.64,Pink,585,Declining,M,18-24,262,Hyderabad,Cotton,Polka Dot,499,3140,0.02,Christmas,Christmas,2,Streetwear
2023,3,Spring,https://www.myntra.com/02iphltubk,H3IUQPDI5MSQ,Levis,Accessories,Jewelry,Women,Comfortable and durable,3414.89,4086.06,16.43,White,721,Growing,XXL,35-44,696,Bangalore,Silk,Checked,500,7069,0.06,Eid,Eid,5,Beachwear
2023,3,Spring,https://www.myntra.com/jjxlaeolkl,9ZJZO8CP1CYQ,Under Armour,Clothing,Shirts,Women,High quality product,1290.23,1630.33,20.86,Purple,328,Declining,XL,18-24,652,Delhi,Silk,Checked,309,7162,0.06,Diwali,Diwali,1,Business Formals
2023,3,Fall,https://www.myntra.com/bim19fqq2z,55XRS77JI71H,Prada,Footwear,Boots,Men,High quality product,902.19,1204.69,25.11,Red,568,Stable,S,25-34,450,Ahmedabad,Wool,Checked,283,7952,0.16,New Year,New Year,5,Party Wear
2023,12,Spring,https://www.myntra.com/mfqo9egbjw,0Q35E9622AEQ,Gucci,Accessories,Jewelry,Men,Comfortable and durable,4668.15,5873.45,20.52,Blue,993,Stable,S,35-44,491,Hyderabad,Leather,Polka Dot,233,5051,0.08,New Year,New Year,2,Party Wear
2023,1,Fall,https://www.myntra.com/76tyfref8o,O2SZJNW22WCP,Levis,Clothing,Jackets,Men,Comfortable and durable,3971.03,7248.44,45.22,Red,821,Growing,L,18-24,739,Chandigarh,Denim,Solid,395,5743,0.09,Navratri,Navratri,4,Beachwear
2023,3,Winter,https://www.myntra.com/up3ztfkabt,JFKE3UJ43S5F,Levis,Accessories,Jewelry,Women,Limited edition,4254.93,7989.41,46.74,Pink,104,Growing,M,35-44,502,Bangalore,Wool,Striped,245,2108,0.25,Navratri,Navratri,4,Business Formals
2023,5,Spring,https://www.myntra.com/rq06z3wdjj,NE7M29F9OWML,Levis,Clothing,Shirts,Men,High quality product,3955.34,7485.01,47.16,Yellow,383,Stable,XS,18-24,302,Chandigarh,Cotton,Polka Dot,42,5166,0.11,New Year,New Year,3,Ethnic Casuals
2023,9,Summer,https://www.myntra.com/911rwhdurq,5QZUZLNAAOAY,Levis,Clothing,Jackets,Men,Eco-friendly material,3460.63,4062.6,14.82,Purple,839,Growing,M,35-44,730,Mumbai,Wool,Printed,454,4059,0.11,New Year,New Year,3,Indian and Fusion Wear
2023,6,Winter,https://www.myntra.com/7igkvw678t,YQO1TB7FXVKQ,Gucci,Footwear,Sneakers,Unisex,Comfortable and durable,4382.31,6397.09,31.5,Green,299,Stable,S,25-34,634,Ahmedabad,Wool,Printed,95,3646,0.11,Navratri,Navratri,1,Bohemian Style
2023,8,Spring,https://www.myntra.com/dte8chv894,38MM73Y941TO,Prada,Clothing,Jeans,Unisex,High quality product,2355.05,4694.92,49.84,Green,750,Stable,XS,25-34,244,Chennai,Silk,Printed,383,4014,0.21,Holi,Holi,5,Athleisure
2023,10,Winter,https://www.myntra.com/565dvhraqu,KCM734JHNU9Q,Nike,Accessories,Handbags,Men,High quality product,4660.63,7234.51,35.58,Blue,594,Declining,XS,35-44,864,Chandigarh,Polyester,Striped,252,5975,0.23,Holi,Holi,5,Indian and Fusion Wear
2023,12,Summer,https://www.myntra.com/prvu1ena06,40SG4YC3OYVR,Under Armour,Footwear,Flip Flops,Women,Limited edition,4873.84,6886.78,29.23,Green,721,Declining,XXL,35-44,884,Mumbai,Cotton,Floral,250,3768,0.19,Eid,Eid,4,Party Wear
2023,4,Spring,https://www.myntra.com/b190xb3j8l,RDQT9UULIWTK,Nike,Clothing,Dresses,Women,Limited edition,502.98,663.07,24.14,Brown,873,Stable,XS,18-24,286,Pune,Denim,Striped,360,950,0.11,New Year,New Year,2,Formal Wear
2023,10,Winter,https://www.myntra.com/f5f9wncvd5,TSTF7W4QIUZR,Puma,Accessories,Watches,Women,Eco-friendly material,1644,3030.57,45.75,Orange,641,Growing,M,18-24,989,Pune,Cotton,Checked,442,6520,0.17,Navratri,Navratri,3,Urban Fashion
2023,10,Fall,https://www.myntra.com/ealt26wiqo,IAUJKBW4HWT5,Under Armour,Accessories,Jewelry,Men,High quality product,678.87,1196.75,43.27,Blue,521,Declining,S,18-24,389,Hyderabad,Wool,Polka Dot,113,1627,0.3,New Year,New Year,1,Casual Wear
2023,5,Winter,https://www.myntra.com/vhxeuuusgd,SQAY9HTA9VZ7,Under Armour,Accessories,Belts,Unisex,Comfortable and durable,1504.16,2166.4,30.57,Red,72,Declining,XL,25-34,579,Ahmedabad,Wool,Floral,110,1425,0.06,New Year,New Year,1,Traditional Wear
2023,1,Fall,https://www.myntra.com/yyu8s5c8n1,3T5L47GOV7EV,Puma,Footwear,Sandals,Women,Limited edition,2349.73,2652.56,11.42,Orange,867,Stable,XL,25-34,462,Ahmedabad,Denim,Checked,366,5377,0.05,New Year,New Year,5,Gothic Fashion
2023,8,Summer,https://www.myntra.com/1knfcwsmhj,TQ43ED9S31WV,Prada,Footwear,Formal Shoes,Women,Trendy and stylish,1744.85,3473.2,49.76,Brown,729,Growing,XS,35-44,926,Pune,Wool,Floral,266,9936,0.05,Diwali,Diwali,2,Streetwear
2023,2,Winter,https://www.myntra.com/r367o46svk,1CNN0CFUP27S,Under Armour,Footwear,Boots,Men,Limited edition,4712.32,5745.98,17.99,Purple,929,Declining,XXL,18-24,463,Kolkata,Leather,Polka Dot,337,4835,0.26,Christmas,Christmas,4,Beachwear
2023,6,Summer,https://www.myntra.com/26at1n83c3,D8SD3ZO5V6O6,Levis,Clothing,T-Shirts,Men,Comfortable and durable,4435.39,6638.51,33.19,Purple,639,Growing,XS,35-44,309,Pune,Denim,Floral,194,4263,0.17,Diwali,Diwali,4,Beachwear
2023,3,Fall,https://www.myntra.com/c8n6mmu95n,45VAVYF06FUZ,Levis,Footwear,Formal Shoes,Women,Comfortable and durable,4648.28,8802.93,47.2,Black,290,Stable,XS,35-44,135,Jaipur,Cotton,Solid,497,1917,0,Navratri,Navratri,4,Beachwear
2023,9,Winter,https://www.myntra.com/ax9k2hemnd,XWRG3AD9SP6K,Adidas,Accessories,Hats,Unisex,Trendy and stylish,1944.63,2651.88,26.67,Green,932,Declining,S,18-24,964,Mumbai,Wool,Floral,389,8937,0.18,Diwali,Diwali,4,Traditional Wear
2023,9,Winter,https://www.myntra.com/jm7zkilxn4,9HAYCFBR890B,Reebok,Footwear,Formal Shoes,Unisex,Trendy and stylish,3102.8,5570.06,44.3,Black,256,Declining,XXL,35-44,102,Mumbai,Polyester,Solid,304,5967,0,Christmas,Christmas,4,Urban Fashion
2023,9,Spring,https://www.myntra.com/kr9r1n80nu,90M0WWV650JY,H&M,Footwear,Formal Shoes,Unisex,High quality product,3428.88,4821.74,28.89,Orange,682,Growing,XXL,18-24,312,Hyderabad,Polyester,Checked,372,8458,0.22,Navratri,Navratri,1,Business Formals
2023,11,Spring,https://www.myntra.com/uy9g9ljxr8,BSVPLGD7KA6C,Adidas,Accessories,Handbags,Unisex,High quality product,3347.36,3819.36,12.36,Yellow,254,Declining,S,18-24,954,Pune,Leather,Polka Dot,450,3332,0.14,Diwali,Diwali,1,Streetwear
2023,6,Summer,https://www.myntra.com/7qd9d9xh1v,O4IBGPDHZ8ZM,Levis,Footwear,Boots,Unisex,High quality product,3484.43,6182.5,43.64,Red,230,Declining,M,35-44,21,Kolkata,Leather,Striped,43,8961,0.03,New Year,New Year,2,Formal Wear
2023,12,Summer,https://www.myntra.com/0czqlkzbwe,TLZ65JF5QEBA,Nike,Footwear,Sandals,Unisex,Trendy and stylish,4705.75,7215.62,34.78,White,469,Declining,S,35-44,524,Chandigarh,Denim,Striped,86,250,0.24,Navratri,Navratri,1,Maternity
2023,10,Fall,https://www.myntra.com/1omjgasfdh,5C73TLT96KZP,Zara,Accessories,Jewelry,Women,High quality product,1501.62,2306.32,34.89,Pink,623,Growing,XXL,35-44,421,Kolkata,Leather,Solid,449,3585,0.27,Eid,Eid,3,Urban Fashion
2023,9,Summer,https://www.myntra.com/elxko3l872,Y64VIE7RKX7N,Reebok,Footwear,Boots,Men,Eco-friendly material,2010.62,3404.8,40.95,Yellow,463,Declining,XS,35-44,541,Chennai,Denim,Solid,416,4976,0.01,Diwali,Diwali,5,Streetwear
2023,12,Fall,https://www.myntra.com/pgfvv1g3qg,KJFZZOSU3JH9,Prada,Accessories,Hats,Unisex,Trendy and stylish,3501.47,5479.98,36.1,Orange,958,Growing,XL,35-44,53,Kolkata,Wool,Printed,346,9446,0.16,Eid,Eid,2,Minimalist Fashion
2023,3,Summer,https://www.myntra.com/2oerw47nzb,OSVCY35PLJSM,Gucci,Footwear,Sandals,Women,Trendy and stylish,3396.37,4592.64,26.05,Brown,255,Declining,L,18-24,76,Hyderabad,Silk,Polka Dot,167,1771,0.11,Eid,Eid,2,Traditional Wear
2023,2,Fall,https://www.myntra.com/3mv2cq6mto,MZ4I3QQ549XC,Nike,Clothing,Shirts,Women,Limited edition,1146.08,1494.96,23.34,Pink,483,Growing,L,25-34,459,Ahmedabad,Silk,Polka Dot,47,2835,0.18,Christmas,Christmas,1,Streetwear
2023,7,Winter,https://www.myntra.com/bliyrw34oy,Z2144AI8MTSO,Adidas,Accessories,Jewelry,Women,High quality product,4040.25,5683.44,28.91,Pink,629,Growing,S,18-24,149,Chennai,Leather,Polka Dot,56,5988,0.01,New Year,New Year,2,Streetwear
2023,8,Fall,https://www.myntra.com/idzqz29c3u,K0LAU6OUBDGQ,Gucci,Footwear,Formal Shoes,Unisex,Eco-friendly material,2427.76,2970.9,18.28,Purple,387,Declining,XS,35-44,852,Bangalore,Leather,Floral,319,913,0.21,Christmas,Christmas,2,Maternity
2023,4,Fall,https://www.myntra.com/ju1irvwnre,MZJ4DUZVB4HP,H&M,Accessories,Jewelry,Unisex,Eco-friendly material,3762.42,4897.76,23.18,Orange,622,Declining,XS,18-24,895,Delhi,Cotton,Floral,344,9994,0.26,Eid,Eid,4,Bohemian Style
2023,5,Winter,https://www.myntra.com/ln3a0gdklw,IQHLVQXFWJIF,Levis,Clothing,Dresses,Men,Eco-friendly material,3323.53,5993.92,44.55,Blue,439,Growing,S,25-34,481,Delhi,Denim,Striped,141,5349,0.26,Christmas,Christmas,3,Sports and Active Wear
2023,10,Summer,https://www.myntra.com/glmsa5ncny,B8FDTR1DJONW,Zara,Footwear,Formal Shoes,Unisex,Comfortable and durable,1016.65,1129.76,10.01,Blue,392,Growing,XL,18-24,779,Jaipur,Denim,Striped,478,7299,0.13,Navratri,Navratri,1,Traditional Wear
2023,11,Winter,https://www.myntra.com/zr0iqsf00z,RUS5B7RRFLAV,Puma,Clothing,Dresses,Men,Trendy and stylish,2734.64,4408.7,37.97,Orange,528,Declining,XS,35-44,980,Ahmedabad,Wool,Checked,172,3501,0.15,Holi,Holi,1,Casual Wear
2023,9,Spring,https://www.myntra.com/lil0gcgl22,CEA15S7SP4MA,Zara,Accessories,Handbags,Men,Comfortable and durable,2225.98,3978.06,44.04,Black,989,Stable,XS,25-34,146,Kolkata,Leather,Polka Dot,464,2115,0.23,Christmas,Christmas,1,Urban Fashion
2023,11,Spring,https://www.myntra.com/2dh711zs82,8RD31HMDZLM6,Levis,Clothing,Dresses,Unisex,Comfortable and durable,2155.22,3583.76,39.86,Pink,186,Stable,XS,35-44,28,Chennai,Polyester,Solid,105,6116,0.08,Christmas,Christmas,2,Sports and Active Wear
2023,12,Winter,https://www.myntra.com/0ax4rquv5v,7BZFL51UAYSD,Puma,Footwear,Sandals,Unisex,Eco-friendly material,4174.49,5677.6,26.47,White,830,Growing,XL,35-44,728,Kolkata,Denim,Polka Dot,186,3603,0.17,Navratri,Navratri,1,Formal Wear
